,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
16110,Nights of Azure 2: Bride of the New Moon,0.06,0.01,0.02,0.02,,NS,Gust
16111,BMX XXX,0.06,,0.05,0.01,,GC,"Z-Axis, Ltd."
16112,Disney's Magical Quest 2 Starring Mickey and Minnie,0.06,,0.05,0.02,,GBA,Capcom
16113,The Amazing Spider-Man 2 (2014),0.06,,0.03,0.03,0.01,3DS,High Voltage Software
16114,Aggressive Inline,0.06,,0.05,0.01,,XB,"Z-Axis, Ltd."
16115,Smart Boy's Toys Club,0.06,,0.06,,,DS,Starfish Inc.
16116,Ikki Tousen: Xross Impact,0.06,0.06,,,,PSP,Marvelous Interactive
16117,Dead or Alive Xtreme 3: Fortune,0.06,0.06,,,,PS4,Team Ninja
16118,Jewels of the Ages,0.06,,0.03,0.02,0.01,DS,City Interactive
16119,Cold Stone Creamery: Scoop It Up,0.06,,0.06,,,Wii,Zoo Games
16120,Super Mahjong 2: Honkaku 4Jin Uchi,0.06,0.06,,,,SNES,I'Max
16121,XGRA: Extreme G Racing Association,0.06,,0.03,0.02,0.01,PS2,Acclaim Studios Cheltenham
16122,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,0.06,0.06,,,,DS,Bandai Namco Games
16123,Pro Evolution Soccer 2015,0.06,,,0.06,,PC,PES Productions
16124,Pop'n Music Portable 2,0.06,0.06,,,,PSP,Konami
16125,Ys vs. Sora no Kiseki: Alternative Saga,0.06,0.06,,,,PSP,Nihon Falcom Corporation
16126,Naruto: Ultimate Ninja Heroes (JP sales),0.06,0.06,,,,PSP,CyberConnect2
16127,Blood Bowl,0.06,,0.04,0.02,0.01,PC,Cyanide Studio
16128,Gradius Collection,0.06,0.02,0.04,,,PSP,Konami
16129,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,0.06,0.06,,,,DS,Marvelous Interactive
16130,Ray Tracers,0.06,,0.04,0.02,,PS,Taito Corporation
16131,Age of Empires III: The Asian Dynasties,0.06,,,0.05,0.01,PC,Big Huge Games
16132,Frogger: Helmet Chaos,0.06,,0.06,,,DS,Konami Computer Entertainment Hawaii
16133,America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,0.06,,0.06,,0.01,NS,Ubisoft
16134,Legend of the Dragon,0.06,,0.06,,,Wii,Neko Entertainment
16135,FIFA 19,0.06,,,0.06,,X360,EA Sports
16136,My Pet Shop,0.06,,0.06,,,DS,Taito Corporation
16137,Imagine: Gymnast,0.06,,0.05,0.01,,DS,1st Playable Productions
16138,Monster Tale,0.06,,0.06,,,DS,DreamRift
16139,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,0.06,0.06,,,,PS2,Bisty
16140,Nicola Kanshuu: Model * Oshare Audition,0.06,0.06,,,,DS,Alchemist
16141,Kururin Paradise,0.06,0.06,,,,GBA,Eighting
16142,Ittle Dew 2+,0.06,,0.06,,0.01,NS,Ludosity AB
16143,Kiniro no Corda 2,0.06,0.06,,,,PS2,Koei
16144,Dynasty Warriors Vs,0.06,0.06,,,,3DS,Koei
16145,A-Train 3D: City Simulator,0.06,0.06,,,,3DS,ArtDink
16146,Gallop Racer 2004,0.06,,0.03,0.02,0.01,PS2,Tecmo
16147,Rayman: Hoodlum's Revenge,0.06,,0.05,0.02,,GBA,Ubisoft
16148,Sunrise Eiyuutan R,0.06,0.06,,,,PS2,Atelier-Sai
16149,Girls und Panzer: Dream Tank Match,0.06,0.06,,,,PS4,Bandai Namco Games
16150,Backyard Hockey,0.06,,0.06,,,DS,Mistic Software
16151,Mobile Suit Gundam Seed: Never Ending Tomorrow,0.06,,0.03,0.02,0.01,PS2,Bec
16152,F1 2001,0.06,,0.05,0.01,,XB,Electronic Arts UK
16153,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,0.06,0.06,,,,3DS,Inti Creates
16154,Birthdays the Beginning,0.06,,0.05,,0.01,PS4,Arc System Works
16155,Fishing Master (jp sales),0.06,0.06,,,,Wii,Hudson Soft
16156,Paws & Claws: Marine Rescue,0.06,,0.06,,,DS,THQ
16157,Zill O'll Infinite Plus,0.06,0.06,,,,PSP,Koei
16158,Tonka Rescue Patrol,0.06,,0.05,0.01,,GC,TDK Mediactive
16159,GunGriffon II,0.06,0.06,,,,SAT,Game Arts
16160,Atari Flashback Classics: Volume 1,0.06,,0.06,,0.01,XOne,Atari
16161,Crimson Gem Saga,0.06,,0.06,,,PSP,"IronNos Co., Ltd."
16162,Cel Damage,0.06,,0.05,0.01,,GC,Pseudo Interactive
16163,Generator Rex: Agent of Providence,0.06,,0.05,0.01,0.01,X360,Virtuos
16164,Santa Claus is Comin' to Town!,0.06,,0.06,,0.01,DS,Crave Entertainment
16165,Kamen Rider: Battride War Genesis,0.06,0.06,,,,PSV,Unknown
16166,The Sims 4: Get Famous,0.06,,,0.06,,PC,Maxis
16167,Western Riding Academy,0.06,,0.06,,,DS,TBA
16168,Cities XL 2012,0.06,,0.01,0.05,0.01,PC,Monte Cristo Multimedia
16169,Famicom Mini: Balloon Fight,0.06,0.06,,,,GBA,Nintendo
16170,Steins;Gate: Senkei Kousoku no Phonogram,0.06,0.06,,,,PS3,5pb. Games
16171,Seaman 2: Peking Genjin Ikusei Kit,0.06,0.06,,,,PS2,VIVARIUM Inc.
16172,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,0.06,0.06,,,,DS,Bandai Namco Games
16173,Rugby 18,0.06,,0.05,,0.01,PS4,EKO Software
16174,X-Plane 11,0.06,,,0.06,,PC,Laminar Research
16175,MotoGP 17,0.06,,0.04,0.02,0.01,XOne,Milestone S.r.l.
16176,Sprung - A Game Where Everyone Scores,0.06,,0.06,,,DS,Guillemot Inc
16177,The Pinball of the Dead,0.06,,0.05,0.02,,GBA,Wow Entertainment
16178,Growlanser: Wayfarer of Time,0.06,0.06,,,,PSP,Career Soft
16179,Tokobot,0.06,,0.06,,,PSP,Tecmo
16180,Arc the Lad: End of Darkness,0.06,,0.03,0.02,0.01,PS2,Cattle Call
16181,The King of Route 66,0.06,,0.03,0.02,0.01,PS2,Sega-AM2
16182,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.06,,0.05,0.02,,GBA,Ubisoft
16183,Steins;Gate,0.06,0.02,0.01,0.02,0.01,PS3,5pb. Inc.
16184,Bubble Bobble also featuring Rainbow Islands,0.06,,0.04,0.02,,PS,Probe Entertainment Ltd.
16185,Intellivision Lives!,0.06,,0.05,0.01,,GC,Realtime Associates
16186,Saki: Zenkoku-hen,0.06,0.06,,,,PSV,Unknown
16187,Fast Food Panic,0.06,,0.06,,,Wii,Dorasu
16188,Panzer Tactics DS,0.06,,0.06,,,DS,Sproing
16189,Pro Yakyuu Spirits 2013,0.06,0.06,,,,PSV,Konami
16190,Robotica,0.06,0.06,,,,SAT,Genki
16191,Deathrow: Underground Team Combat,0.06,,0.05,0.01,,XB,Southend Interactive
16192,Golf Club 2019,0.06,,0.05,,0.01,PS4,HB Studios
16193,NHL 2K9,0.06,,0.06,,,Wii,Visual Concepts
16194,Johnny Test,0.06,,0.06,,,DS,Sarbakan
16195,Land of the Dead: Road to Fiddler's Green,0.06,,0.05,0.01,,XB,Brainbox Games
16196,Touhou Kobuto V: Burst Battle,0.06,,0.04,0.02,0.01,NS,CUBETYPE
16197,R-Types,0.06,,0.04,0.02,,PS,Racdym
16198,Mega Man 11,0.06,,0.06,,0.01,XOne,Capcom
16199,Star Fighter,0.06,,0.04,0.02,,PS,Krisalis Software
16200,Akai Katana,0.06,0.01,0.04,,0.01,X360,Cave
16201,Kuukan * Zukei: Hirameki Training - KuuTore,0.06,0.06,,,,DS,Benesse
16202,Osu! Tatakae! Ouendan,0.06,0.06,,,,DS,iNiS
16203,Dissidia: Final Fantasy Universal Tuning,0.06,0.06,,,,PSP,Square Enix
16204,Bionicle Heroes,0.06,,0.06,,,DS,Amaze Entertainment
16205,Jewel Quest IV: Heritage,0.06,,,0.05,0.01,DS,iWin
16206,Victor Vran: Overkill Edition,0.06,,0.06,,0.01,NS,Haemimont Games
16207,Octomania,0.06,,0.06,,,Wii,Compile Heart
16209,Meitantei Conan: Aoki Houseki no Rinbukyoku,0.06,0.06,,,,DS,Namco Bandai Games
16210,The Legend of Heroes: Trails in the Sky SC,0.06,0.06,,,,PSP,Nihon Falcom Corporation
16211,My Pet Chimp,0.06,,0.06,,,DS,505 Games
16212,Transformer: Rise of the Dark Spark,0.06,,0.04,0.02,0.01,WiiU,Edge of Reality
16213,Chaos Rings III,0.06,0.06,,,,PSV,Media.Vision
16214,Mystic Heroes,0.06,,0.03,0.02,0.01,PS2,Koei
16215,Omega Labyrinth,0.06,0.06,,,,PSV,Matrix Software
16216,Tron 2.0: Killer App,0.06,,0.04,0.02,,GBA,Digital Eclipse Software
16217,Jurassic Park III: Park Builder,0.06,,0.04,0.02,,GBA,Konami
16218,Lord of Magna: Maiden Heaven,0.06,0.06,,,,3DS,Marvelous
16219,UnchainBlades ReXX,0.06,0.06,,,,PSP,FuRyu Corporation
16220,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,0.06,0.06,,,,PSP,Namco Bandai Games
16222,Showtime Championship Boxing,0.06,,0.06,,,Wii,Nikitova Games
16223,Di-Gata Defenders,0.06,,0.06,,,DS,Mystic Software
16224,To Heart 2: Dungeon Travelers,0.06,0.06,,,,PSV,Aqua Plus
16225,Code Geass: Hangyaku no Lelouch - Lost Colors,0.06,0.06,,,,PS2,Bandai Namco Games
16226,Chrysler Classic Racing,0.06,,0.06,,,Wii,EM Studios
16227,LEGO Bionicle,0.06,,0.04,0.02,,GBA,Saffire Corporation
16228,Bomberman Land,0.06,,0.06,,,PSP,Hudson Soft
16229,Stern Pinball Arcade,0.06,,0.05,0.01,0.01,NS,System 3 Software
16230,Power Shovel,0.06,,0.03,0.02,,PS,Taito Corporation
16231,Spy Fox in Dry Cereal,0.06,,0.06,,,Wii,Mistic Studios
16232,A llI S.V.: A Ressha de Gyoukou 3 Super Version,0.06,0.06,,,,SNES,ArtDink
16233,Spy Games: Elevator Mission,0.06,,0.06,,,Wii,Tommo
16234,Asterix and Obelix XXL2,0.06,,,0.06,,NS,Microids
16235,Strike Force Bowling,0.06,,0.05,0.01,,GC,Lab Rats Games
16236,Earth Defense Force 2017 Portable,0.06,0.06,,,,PSV,Sandlot
16237,Theme Park,0.06,0.03,,0.03,,DS,EA Japan Studio
16238,Atelier Iris 2: The Azoth Of Destiny,0.06,,0.03,0.02,0.01,PS2,Gust
16239,Hogs of War / Worms,0.06,,0.03,0.02,,PS,Infogrames Sheffield / Team17 Software
16240,GRID 2,0.06,,,0.06,,PC,Unknown
16241,Championship Surfer,0.06,,0.03,0.02,,PS,Krome Studios
16242,Tokimeki no Houkago,0.06,0.06,,,,PS,KCET
16243,Monster Garage,0.06,,0.05,0.01,,XB,Invictus Games Ltd
16244,From The Abyss,0.06,,0.06,,,DS,Sonic Powered
16245,Speed,0.06,,0.04,0.02,,Wii,Team6 Game Studio
16246,Secret Files: Tunguska,0.06,,0.04,0.01,,Wii,Fusionsphere Systems / Animation Arts
16247,Tecmo Classic Arcade,0.06,,0.05,0.01,,XB,Tecmo
16248,MX vs. ATV Supercross,0.06,,0.03,0.02,0.01,X360,Rainbow Studios
16249,2 Games in 1: Sonic Pinball Party & Columns Crown,0.06,,0.04,0.02,,GBA,Various
16250,Fate/Extella Link,0.06,0.06,,,,PSV,Marvelous
16252,Mad Maestro!,0.06,,0.03,0.02,0.01,PS2,Desert Productions
16253,Densha De Go! 3 Tsuukinhen,0.06,0.06,,,,PS2,Taito Corporation
16254,Wasteland 2,0.06,,0.05,0.01,0.01,XOne,InXile Entertainment
16255,Biker Mice From Mars,0.06,,0.03,0.02,0.01,PS2,Creat Studio
16256,Age of Empires Online,0.06,,0.01,0.04,0.01,PC,Microsoft Game Studios
16257,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,0.06,0.06,,,,PSP,Daito
16258,Legend of Kay,0.06,,0.06,,,DS,Firehazard Studio
16259,Final Fantasy XIV: Stormblood,0.06,,0.04,0.02,0.01,PC,Square Enix
16260,Conan Exiles,0.06,,0.05,0.01,0.01,XOne,Funcom Oslo A/S
16261,Sudoku Ball Detective,0.06,,0.06,,,DS,WhiteBear Studios
16262,Giants: Citizen Kabuto,0.06,,0.03,0.02,0.01,PS2,Digital Mayhem
16263,Steins;Gate,0.06,0.06,,,,X360,Nitro+
16264,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,0.06,0.02,0.02,0.01,0.01,PSV,Compile Heart
16265,Alone in the Dark,0.06,,0.03,0.02,0.01,PS2,Hydravision Entertainment
16266,Guilty Gear XX Accent Core Plus,0.06,,0.03,0.02,0.01,PS2,Arc System Works
16267,Muppets Party Cruise,0.06,,0.03,0.02,0.01,PS2,Mass Media
16268,Higurashi Daybreak Portable,0.06,0.06,,,,PSP,Alchemist
16269,Barbie Horse Adventures: Wild Horse Rescue,0.06,,0.05,0.01,,XB,Blitz Games
16270,Shonen Jump's One Piece: Grand Battle,0.06,,0.05,0.01,,GC,Ganbarion
16271,Sherlock Holmes: The Devil's Daughter,0.06,,0.05,,0.01,PS4,Bigben Interactive
16272,DreamWorks Super Star Kartz,0.06,,0.05,0.01,0.01,X360,Activision
16273,Blast Lacrosse,0.06,,0.03,0.02,,PS,Sandbox
16274,Kurupoto Cool Cool Stars,0.06,,0.06,,,DS,Starfish SD
16275,Luminous Arc Infinity,0.06,0.06,,,,PSV,Xseed Games
16276,MX vs ATV Supercross Encore 2017 Track Edition,0.06,,0.05,,0.01,XOne,Rainbow Studios
16277,Backyard NFL Football '10,0.06,,0.03,0.02,0.01,PS2,Humongous Entertainment
16278,Kikou Heidan J-Phoenix,0.06,0.06,,,,PS2,Shoeisha
16279,Another Code R: A Journey into Lost Memories,0.06,0.03,,0.03,,Wii,Cing
16280,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,0.06,,0.04,0.02,,GBA,Konami
16281,Bubble Bobble: Old & New,0.06,,0.04,0.02,,GBA,Taito Corporation
16282,Naruto Shippuden: Gekitou Ninja Taisen Special,0.06,0.06,,,,Wii,Eighting
16283,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,0.06,0.06,,,,PS3,Sammy Studios
16284,Kekkon: Marriage,0.06,0.06,,,,SAT,Shogakukan Production
16285,Challenge Me: Brain Puzzles,0.06,,0.06,,,DS,Oxygen Interactive
16286,KimiKiss,0.06,0.06,,,,PS2,Enterbrain
16287,Nicola Kanshuu: Model * Oshare Audition 2,0.06,0.06,,,,3DS,Alchemist
16288,Cold Fear,0.06,,0.05,0.01,,XB,Darkworks
16289,Nicktoons MLB 3D,0.06,,0.06,,0.01,3DS,"Black Lantern Studios, Inc."
16290,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,0.06,0.06,,,,PSP,Bisty
16291,Shining Force Feather,0.06,0.06,,,,DS,Flight-Plan
16292,OK! Puzzle Stars,0.06,,,0.05,0.01,DS,TBD
16293,Star Trek: Tactical Assault,0.06,,0.05,0.01,,DS,"Quicksilver Software, Inc."
16294,NBA 2K Playgrounds 2,0.06,,0.05,,0.01,XOne,Saber Interactive
16295,Highway 2000,0.06,0.06,,,,SAT,Genki
16296,Imagine: Cheerleader,0.06,,0.06,,,DS,1st Playable Productions
16297,Cartoon Network: Battle Crashers,0.06,,0.04,0.01,0.01,3DS,Magic Pockets
16298,EverQuest II: Destiny of Velious,0.06,,0.06,,0.01,PC,Sony Online Entertainment
16299,DropCast,0.06,,0.06,,,DS,Mikoishi
16300,LEGO Friends,0.06,,,0.06,,3DS,Hellbent Games
16301,Cocoto Kart Racer,0.06,,0.06,,,Wii,Neko Entertainment
16302,The Book of Unwritten Tales: The Critter Chronicles,0.06,,,0.05,0.01,PC,KING Art Games
16303,Mobile Suit Gundam 00: Gundam Meisters,0.06,0.06,,,,PS2,Yuke's Future Media Creators
16304,Call of Cthulhu: Dark Corners of the Earth,0.06,,0.05,0.01,,XB,Headfirst Productions
16305,The Great Escape,0.06,,0.05,0.01,,XB,Pivotal Games
16306,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,0.06,0.03,0.03,,0.01,PS4,Gust
16307,Alien Syndrome,0.06,,0.05,,,Wii,Totally Games
16308,The Document of Metal Gear Solid 2,0.06,,0.03,0.02,0.01,PS2,Konami Computer Entertainment Japan
16309,Minna no DS Seminar: Kanpeki Eitango Ryoku,0.06,0.06,,,,DS,TDK Core
16310,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,0.06,0.06,,,,DS,Konami
16311,PenPen TriIceLon,0.06,0.06,,,,DC,Team Land Ho!
16312,SBK 2011: FIM Superbike World Championship,0.06,,,0.05,0.01,X360,Milestone S.r.l
16313,Salt Lake 2002,0.06,,0.04,0.02,,GBA,DC Studios
16314,Chevrolet Camaro: Wild Ride,0.06,,0.06,,,Wii,Storm City Games
16315,PAC-MAN and the Ghostly Adventures,0.06,,0.03,0.02,0.01,WiiU,Monkey Bar Games
16316,Uta no Prince-Sama: Music 3,0.06,0.06,,,,PSV,Nippon Ichi Software
16317,MX vs. ATV Supercross Encore,0.06,,,0.05,0.01,PS4,Rainbow Studios
16318,Cartoon Network: Battle Crashers,0.06,,0.05,0.01,0.01,XOne,Magic Pockets
16319,Crazy Chicken Tales,0.06,,0.06,,,Wii,Conspiracy Entertainment Corporation
16320,Stranger of Sword City,0.06,,0.04,0.01,0.02,PSV,Experience Inc.
16321,Arkanoid DS,0.06,,0.06,,,DS,Taito Corporation
16322,Vexx,0.06,,0.05,0.01,,GC,Acclaim Studios Austin
16323,Disney's Kim Possible: Global Gemini,0.06,,0.05,0.01,,DS,Artificial Mind and Movement
16324,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,0.06,0.06,,,,PSP,Bec
16325,Batman: Rise of Sin Tzu,0.06,,0.05,0.01,,GC,Ubisoft Montreal
16326,Mega Man Battle Network 5: Double Team DS (US sales),0.06,,0.06,,,DS,Capcom
16327,Grey's Anatomy: The Video Game,0.06,,0.05,0.01,,Wii,Longtail Studios
16328,SpongeBob SquarePants: Plankton's Robotic Revenge,0.06,,,0.06,,3DS,Behaviour Interactive
16329,MX vs ATV Supercross Encore 2017 Track Edition,0.06,,0.05,,0.01,PS4,Rainbow Studios
16330,Santa Claus Is Comin' to Town!,0.06,,0.06,,,Wii,Crave Entertainment
16331,The Next BIG Thing,0.06,,,0.05,0.01,PC,Pendulo Studio
16332,Disney Sports Skateboarding,0.06,,0.05,0.01,,GC,KCEO
16333,Puyo Puyo Tetris,0.06,0.06,,,,PSV,Sonic Team
16334,Sword Art Online: Game Director's Edition,0.06,0.06,,,,PS4,Namco Bandai Games
16335,Create,0.06,,0.04,0.01,,PC,EA Bright Light
16336,Deformers,0.06,,0.05,,0.01,PS4,Ready at Dawn
16337,Hasbro Family Fun Pack Conquest Edition,0.06,,0.05,,0.01,XOne,Ubisoft
16338,New Prince of Tennis: Go to the Top,0.06,0.06,,,,3DS,FuRyu
16339,Tsumiki: Block Drop Mania,0.06,,0.05,,0.01,DS,RED Entertainment
16340,Dreamer Series: Zoo Keeper,0.06,,0.06,,,DS,DreamCatcher Interactive
16341,Magi: Aratanaru Sekai,0.06,0.06,,,,3DS,Bandai Namco Games
16342,Big Bang Mini,0.06,,0.05,,,DS,Arkedo Studio
16343,Summon Night 2,0.06,0.06,,,,DS,Flight-Plan
16344,Chou Soujuu Mecha MG,0.06,0.06,,,,DS,Sandlot
16345,Chou Soujuu Mecha MG,0.06,0.06,,,,DS,Sandlot
16346,Pro Evolution Soccer 2012,0.06,0.06,,,,PS2,Konami
16347,Terminator 3: The Redemption,0.06,,0.05,0.01,,XB,Paradigm Entertainment
16348,Call of Duty 2,0.06,,,0.05,0.01,PC,Infinity Ward
16349,Sherlock Holmes: The Devil's Daughter,0.06,,0.05,,0.01,XOne,Bigben Interactive
16350,Busy Scissors,0.06,,0.06,,,DS,Little Orbit
16351,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,0.06,0.06,,,,PSP,Bandai Namco Games
16352,Coded Arms: Contagion,0.06,,0.05,,0.01,PSP,Creat Studio
16353,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,0.06,0.04,0.01,,0.01,PSV,"Chunsoft Co., Ltd."
16354,Cabela's Big Game Hunter (2008),0.06,,0.06,,,X360,FUN Labs
16355,Neon Genesis Evangelion,0.06,0.06,,,,N64,Bandai
16356,Serious Sam II,0.06,,0.05,0.01,,XB,Croteam
16357,World Series of Poker 2008: Battle for the Bracelets,0.06,,0.05,,,DS,Farmind Ltd
16358,Foster's Home for Imaginary Friends: Imagination Invaders,0.06,,0.06,,,DS,Sensory Sweep
16359,Flipnic: Ultimate Pinball,0.06,,0.03,0.02,0.01,PS2,Sony Computer Entertainment
16360,ICO,0.06,0.06,,,,PS3,Bluepoint Games
16361,Eigo de Tabisuru: Little Charo,0.06,0.06,,,,DS,Nintendo
16362,NBA Hangtime,0.06,,0.03,0.02,,PS,Midway Games
16363,MX vs. ATV Supercross Encore,0.06,,0.05,,0.01,XOne,Rainbow Studios
16364,D.C. II P.S.: Da Capo II Plus Situation,0.06,0.06,,,,PS2,Circus
16365,MotoGP 10/11,0.06,,,0.05,0.01,X360,Monumental Games
16366,World Cup of Pool,0.06,,0.06,,,DS,Midas Interactive Entertainment
16368,Brunswick Circuit Pro Bowling,0.06,,0.05,0.01,,N64,Point of View
16369,Bust-A-Move '99,0.06,,0.05,0.01,,N64,Distinctive Developments Ltd
16370,CyberTiger,0.06,,0.05,0.01,,N64,Saffire Corporation
16372,Marvel Super Heroes,0.06,0.06,,,,SAT,Capcom
16373,Mike Piazza's Strike Zone,0.06,,0.05,0.01,,N64,Devil's Thumb Entertainment
16375,Olympic Hockey 98,0.06,,0.05,0.01,,N64,Treyarch
16377,Penny Racers,0.06,,0.05,0.01,,N64,Locomotive Games
16379,Polaris SnoCross,0.06,,0.05,0.01,,N64,Vicarious Visions
16380,S.C.A.R.S,0.06,,0.05,0.01,,N64,Vivid Image
16381,Star Soldier: Vanishing Earth,0.06,,0.05,0.01,,N64,Hudson Soft
16382,Top Gear Hyper-Bike,0.06,,0.05,0.01,,N64,Snowblind Studios
16383,Virtual Chess 64,0.06,,0.05,0.01,,N64,Titus Software
16385,Worms Blast,0.06,,0.05,0.01,,GC,Team17 Software
16386,Prinny: Can I Really Be The Hero? (US sales),0.06,,0.06,,,PSP,Nippon Ichi Software
16387,Blur,0.06,,0.01,0.04,0.01,PC,Bizarre Creations
16388,Killing Floor 2,0.06,,0.05,,0.01,XOne,Tripwire Interactive
16389,Smile PreCure! Let's Go! Marchen World,0.06,0.06,,,,3DS,Bandai Namco Games
16390,I Love Beauty: Hollywood Makeover,0.06,,0.06,,,DS,City Interactive
16391,IHRA Professional Drag Racing 2005,0.06,,0.04,0.01,,XB,Bethesda Softworks
16392,Tokyo Xtreme Racer Advance,0.06,,0.04,0.02,,GBA,David A. Palmer Productions
16393,Rock Blast,0.06,,0.06,,,DS,UFO Interactive
16394,Warriors of the Lost Empire,0.06,,0.05,,,PSP,Goshow
16395,Showtime Championship Boxing,0.06,,0.06,,,DS,Nikitova Games
16396,Little League World Series Baseball 2008,0.06,,0.06,,,DS,Black Lantern Studios
16397,Combat Elite: WWII Paratroopers,0.06,,0.03,0.02,0.01,PS2,BattleBorne
16398,Power Pro Success Legends,0.06,0.06,,,,PSP,PawaPuro Production
16399,Killer Loop,0.06,,0.03,0.02,,PS,VCC Entertainment
16400,Cabela's Dangerous Hunts: Ultimate Challenge,0.06,,0.06,,,PSP,FUN Labs
16401,Worldwide Soccer,0.06,0.06,,,,SAT,Sega
16402,Puzzler Collection,0.06,,0.05,,,Wii,Route 1 Games
16403,Toriko: Gourmet Battle!,0.06,0.06,,,,3DS,Bandai Namco Games
16404,Jewel Link Chronicles: Mountains of Madness,0.06,,,0.05,0.01,DS,Avanquest Software
16405,Commandos: Strike Force,0.06,,0.03,0.02,0.01,PS2,Pyro Studios
16406,Mobile Suit Gundam: Gundam vs. Zeta Gundam,0.06,,0.03,0.02,0.01,PS2,Capcom
16407,Rapala Pro Fishing,0.06,,0.04,0.02,,GBA,Torus Games
16408,Nobunaga no Yabou: Souzou,0.06,0.06,,,,PS4,Koei Tecmo Games
16409,Guilty Gear X: Advance Edition,0.06,,0.04,0.02,,GBA,Arc System Works
16410,Fate/Tiger Colosseum Upper,0.06,0.06,,,,PSP,Cavia Inc.
16411,Unreal Tournament III,0.06,,,0.05,0.01,PC,Epic Games
16412,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,0.06,0.06,,,,DS,Rocket Company
16413,Pop Cutie! Street Fashion Simulation,0.06,,0.06,,,DS,Koei
16414,S.T.A.L.K.E.R.: Call of Pripyat,0.06,,,0.05,0.01,PC,GSC Game World
16415,Dragon Quest X: All in One Package,0.06,0.06,,,,PS4,Square Enix
16416,Ford Racing 3,0.06,,0.04,0.02,,GBA,Visual Impact
16417,Samurai Warriors 4-II,0.06,0.06,,,,PSV,Omega Force
16418,Pheasants Forever Wingshooter,0.06,,0.03,0.02,,Wii,High Voltage Software
16419,Playmobil Knights,0.06,,0.04,0.01,,DS,Morgen Studios
16420,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,0.06,0.06,,,,PS2,Irem Software Engineering
16421,R.B.I. Baseball 2016,0.06,,0.05,,0.01,XOne,MLB.com
16422,World Soccer Winning Eleven 9 (US sales),0.06,,0.05,,,PSP,Konami Computer Entertainment Tokyo
16423,Imagine: Resort Owner,0.06,,0.05,,,DS,Ubisoft
16424,Oddworld: Munch's Oddysee,0.06,,0.04,0.02,,GBA,ART Co.
16425,Winning Post 4 Maximum,0.06,0.06,,,,PS2,Koei/Inis
16426,Xiaolin Showdown,0.06,,0.05,,,PSP,BottleRocket Entertainment
16427,Exhibition Volume 5,0.06,,0.04,0.01,,XB,Various
16428,Record of Lodoss War: Eiyuu Sensou,0.06,0.06,,,,SCD,Sega
16429,Pro Yakyuu Netsu Star 2007,0.06,0.06,,,,PS2,Bandai Namco Games
16430,Starry * Sky: In Summer - PSP Edition,0.06,0.06,,,,PSP,Asgard
16431,Klonoa Beach Volleyball,0.06,,0.03,0.02,,PS,Namco
16432,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,0.06,0.06,,,,PSV,Aqua Plus
16433,Melty Blood: Actress Again,0.06,0.06,,,,PS2,Ecole Software
16434,Shadows Awakening,0.06,,0.05,,0.01,PS4,Games Farm
16435,3D Lemmings,0.06,,0.03,0.02,,PS,Clockwork Games
16436,Hi Hi Puffy AmiYumi: Kaznapped,0.06,,0.04,0.02,,GBA,Altron
16437,Mercury Meltdown,0.06,,0.05,,0.01,PSP,Ignition Banbury
16438,Broken Sword: The Shadow of the Templars,0.06,,0.04,0.02,,GBA,Revolution Software Ltd.
16439,Resident Evil - Code: Veronica X,0.06,,0.05,0.01,,GC,Capcom
16440,Assassin's Creed Odyssey,0.06,,,0.06,,PC,Ubisoft Quebec
16441,Paws & Claws: Pampered Pets 2,0.06,,0.05,,,DS,Radon Labs GmbH
16442,Adventure Time: The Secret of the Nameless Kingdom,0.06,,,0.05,,X360,WayForward Technologies
16443,Tenchi Muyou! Ryoukouki Gokuraku,0.06,0.06,,,,SAT,Yumedia
16444,Inversion,0.06,,0.03,0.02,0.01,X360,Saber Interactive
